id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
430;00487;Barra filettata M25 COMPLETA DI BOCCOLA OTTONE PER MORSA LINEA 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;€ 18,90;;;0;0;SCAF 16A RIP  POS  PIANO 2;4;0;4;0;4;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;00487 -- 000 (689).jpg
431;BASE-BLOCCAGGIO-FISSA;Base di bloccaggio FISSA per contatore a vite senza fine;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;ce.83950;https://www.elesa.com/it/elesab2bstoreit/Indicatori-di-posizione--Base-distanziale--BS52R?singlesku=CE.83950#listtype=search&term=CE.83950;elesa;;;;;2000;Fornitore Generico;CE.87909;;;;0;0;SCAFFALE 12 PIANO 5;10;0;10;0;10;0;0;;;12/04/2022;12/04/2022;;;;;Regolare;BASE-BLOCCAGGIO-FISSA -- 000 (327).jpg
432;BASE-FISSA-ELETTROVALVOLA-NUOVA;base fissa per nuovo kit di elettrovalvole per cutter;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;IMI NORGREN;;;;;;;;;;;0;0;SCAFFALE 1 PIANO 2;1;0;1;0;1;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;BASE-FISSA-ELETTROVALVOLA-NUOVA -- 000 (139).jpeg
433;BASE-PISTONE-NORGREEN;Basetta per aggancio pistoni norgreen;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;norgreen;;;;;2047;Di Emidio Srl;M/P19493;;;;0;0;SCAFFALE 2 PIANO 3;2;0;2;0;2;0;0;;;14/01/2022;14/01/2022;;;;;Regolare;BASE-PISTONE-NORGREEN -- 000 (303).jpeg
434;BATTERIA-RADIOCOMANDO1200;Batteri aper radiocomando Autec linea 1200;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;autec;;;;;2076;GENNY S.R.L.;robatt00e0012;;;4;15;2;SCAFFALE  8 PIANO 2;4;0;4;0;4;0;0;;;19/01/2022;19/01/2022;;;;;Regolare;
435;BATTERIA-TELECOMANDO-1200;batteria per telecomando partenza linea 1200;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 2;2;0;2;0;2;0;0;;;21/01/2022;21/01/2022;;;;;Regolare;BATTERIA-TELECOMANDO-1200 -- 000 (308).jpeg
436;00340;Blocchetto di spinta per spintore Rosso, linea 1200 per lavorazione fibrocemento;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro;;;;;2091;GINEVRO S.R.L.;;;;;0;0;;3;0;3;0;3;0;0;;;03/06/2025;03/06/2025;;;;;Regolare;00340 -- 000 (551).jpg
437;BLOCCO-ECCENTRICO-CUSCINETTO-SPAZZOLE;Blocchetto sede cuscinetto per movimento spazzole colla;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;metaltrec;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;4;0;4;0;4;0;0;;;27/03/2023;26/11/2025;;;;;Regolare;BLOCCO-ECCENTRICO-CUSCINETTO-SPAZZOLE -- 000 (412).jpg
438;BLOCCO-INT-MAGNETOTERMICO-4POLI;BLOCCO INTERRUTTORE MAGNETOTERMICO A 4 POLI COMPOSTA DA BLOCCHETTO DIFFERENZIALE PIU INTERRUTTORE;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;SIEMENS;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAF 8 P3   POSTO 4/C;2;0;2;0;2;0;0;;;04/03/2024;26/11/2025;;;;;Regolare;BLOCCO-INT-MAGNETOTERMICO-4POLI -- 000 (499).jpg
439;BOBINA-ELETTROVALVOLA-V14;"Bobina per elettrovalvola cutter tyipo nuovo
Tensione:	24 Vcc
1,7W
100%LED";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;IMI NORGREN;;;;;2047;Di Emidio Srl;norv10025-a13;;;;0;0;SCAFFALE 2 PIANO 3;4;0;4;0;4;0;0;;;14/10/2021;14/10/2021;;;;;Regolare;BOBINA-ELETTROVALVOLA-V14 -- 000 (277).jpeg
440;BOBINA-ELETTROVALVOLA-NUOVOPACCHETTO;"Bobina per elettrovalvola cutter tyipo nuovo
Tensione:	24 Vcc
Tipo di connettore:	Standard industriale 22 mm
Codice bobina:	13J";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;IMI NORGREN;;;;;;;13J;;;;0;0;SCAFFALE 1 PIANO 3;2;0;2;0;2;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;BOBINA-ELETTROVALVOLA-NUOVOPACCHETTO -- 000 (140).jpg
441;00544;bolt M8 x 10 x 16mm f9;Art. con magazzino;RICAMBI LINEE;;pz;22;€ 2,85;;;[Prezzo forn.];;;;;;diemidio;;;;;2047;Di Emidio Srl;vit7379M8-10x16;€ 2,85;;;0;0;SCAF 1 RIP  POS  PIANO 4;20;0;20;0;20;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00544 -- 000 (726).jpeg
442;00486;Bronzine filettate M25;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 3;2;0;2;0;2;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;
443;INTERRUTTORE-MAGNETOTERMICO-C125;BTicino FT84C125 Interruttore Magnetotermico Modulare BTDIN160 4P 125A Curva C;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;BTicino;;;;;2084;D'ELPIDIO S.R.L;FT84C125;;;;0;0;SCAFFALE 8 PIANO 1;1;0;1;0;1;0;0;;;27/03/2023;27/03/2023;;;;;Regolare;INTERRUTTORE-MAGNETOTERMICO-C125 -- 000 (407).jpg
444;00480;BUSSOLE IKO PER STELI SPAZZOLE 1200 COLLA;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;SER SIT;;;;;;;BC 1210F;;;;0;0;SCAF 15A RIP  POS  PIANO 8;3;0;3;0;3;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;00480 -- 000 (683).jpeg
445;00468;CARTUCCIA GRASSO  LITIO 600 GR;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ELESA;;;;;2047;Di Emidio Srl;GN300-M10;;;;0;0;SCAF 1 RIP  POS  PIANO 3;15;0;15;0;15;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00468 -- 000 (673).jpeg
446;00508;Catena 1642 12B-1;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;rexnord;;;;;2047;Di Emidio Srl;rex06b-1;€ 14,36;;;0;0;SCAF 16A RIP  POS  PIANO TERRA;10;0;10;0;10;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;
447;00509;Catena 1666 16B-1;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;rexnord;;;;;2047;Di Emidio Srl;rex06b-1;€ 14,36;;;0;0;SCAF 16A RIP  POS  PIANO TERRA;5;0;5;0;5;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;
448;00491;Catena a Rulli semplice 3/8 iso 06b1;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;rexnord;;;;;2047;Di Emidio Srl;rex06b-1;€ 14,36;;;0;0;SCAF 16A RIP  POS  PIANO 1;35;0;35;0;35;0;0;;;06/09/2023;01/12/2025;;€ 14,36;€ 14,36;;Regolare;
449;00495;"Catena ISO 08-B1 1/2""X5/16""
ANELLO CHIUSA RIBATTUTA 430 MAGLIE";Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;rexnord;;;;;2047;Di Emidio Srl;rex06b-1;€ 14,36;;;0;0;SCAF 16A RIP  POS  PIANO 1;5;0;5;0;5;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;
450;CATENA-POMPA-COLLA;Catena per pompa colla a 32 maglie;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 2 PIANO 2;2;0;2;0;2;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;CATENA-POMPA-COLLA -- 000 (145).jpeg
451;"CATENA-Z/13-1""1*4";"catena pressa linea 2400  CATENA-Z/13-1""1*4";Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;;;;;;2009;Marcattilii Guido;;;;;0;0;;5;0;5;0;5;0;0;;;18/07/2024;18/07/2024;;;;;Regolare;
452;00493;catena RENOLD SD12B2;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;;;;;;2009;Marcattilii Guido;;;;;0;0;SCAF 16A RIP  POS  PIANO TERRA;5;0;5;0;5;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;
453;00494;Catena SKF PHC C08 B-1;Art. con magazzino;RICAMBI LINEE;MECCANICO;mt;22;;;;;;;;;;rexnord;;;;;2047;Di Emidio Srl;rex06b-1;€ 14,36;;;0;0;SCAF 16A RIP  POS  PIANO TERRA;10;0;10;0;10;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;
454;CAVO-RESISTENZE;cavo ad alta temperatura;Art. con magazzino;RICAMBI LINEE;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 5 PIANO 3;5;0;5;0;5;0;0;;;21/01/2022;21/01/2022;;;;;Regolare;CAVO-RESISTENZE -- 000 (307).jpeg
455;CAVO-ALTATEMPERATURA;Cavo ad alta temperatura;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 3;200;0;200;0;200;0;0;;;19/01/2023;19/01/2023;;;;;Regolare;
456;CENTRALINO-GW42201;Centralino elettrico stagno emergenza rosso gw42201 gewiss;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;;22;;;;;;;;8011564033412;;GEWISS;;;;;2084;D'ELPIDIO S.R.L;GW42201;;;;0;0;SCAFFALE 8 PIANO 3;2;0;2;0;2;0;0;;;27/07/2023;27/07/2023;;;;;Regolare;CENTRALINO-GW42201 -- 000 (437).jpg
457;00352;Cermiere porte di sicurezza Linea 2400;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;di emidio;;;;;2047;Di Emidio Srl;;;;5;20;2;SCAF 12 RIP  POS  PIANO 6;7;0;7;0;7;0;0;;;10/10/2025;10/10/2025;;;;;Regolare;00352 -- 000 (566).jpeg
458;CERNIERA_REGOLABILE_SCATTO-INOX8035;Cerniera regolabile a scatto inox 8035 oer cuffia freese z-lock;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;2009;Marcattilii Guido;;€ 8,20;;;0;0;;4;0;4;0;4;0;0;;;23/07/2024;23/07/2024;;€ 8,20;€ 8,20;;Regolare;
459;00535;Cilindrio di montaggio ruota per taglio lamiere;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;;;;;;;0;0;SCAF 12 RIP  POS  PIANO 6;0;0;0;0;0;0;0;;;;;;;;;Esaurito;
460;00458;Cilindro compatto a doppio effetto, alesaggio 25 mm, corsa 25 mm;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;NORGREN;;;;;2047;Di Emidio Srl;NORRM/92025/M/30;€ 194,04;;;0;0;SCAFFALE 2 PIANO 3;4;0;4;0;4;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00458 -- 000 (663).jpg
461;CILINDRO-D25-CORSA30;Cilindro compatto a doppio effetto, alesaggio 25 mm, corsa 30 mm;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;NORGREN;;;;;2047;Di Emidio Srl;NORRM/92025/M/30;€ 194,04;;;0;0;SCAFFALE 2 PIANO 3;3;0;3;0;3;0;0;;;07/08/2023;07/08/2023;;€ 194,04;€ 194,04;;Regolare;CILINDRO-D25-CORSA30 -- 000 (456).jpg
462;00297;Cilindro compatto a doppio effetto, alesaggio 25 mm, corsa 30 mm;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;NORGREN;;;;;2047;Di Emidio Srl;NORRM/92025/M/30;€ 194,04;;;0;0;SCAFFALE 2 PIANO 3;0;0;0;0;0;0;0;;;;;;;;;Esaurito;00297 -- 000 (483).jpg
463;CILINDRO-192080/TMX/80;"Cilindro compatto a doppio effetto, alesaggio80 mm, corsa 80 mm con doppia camera maggiorata

-foto non esattamente uguale

pistoni doppiacamera tacca cutter";Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;€ 360,00;;;[Prezzo forn.];;;;;;NORGREN;;;;;2047;Di Emidio Srl;NORPRA/192080/tmx/80;€ 360,00;;;0;0;SCAFFALE 2 PIANO 3;2;0;2;0;2;0;0;;;16/04/2025;16/04/2025;;€ 360,00;€ 360,00;;Regolare;CILINDRO-192080-TMX-80 -- 000 (538).jpg
464;CILINDRO-25X125-DOPPIO_EFFETTO;Cilindro ISO tondo a doppio effetto, alesaggio 25 mm, corsa 125 mm;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;"Medio:	Aria compressa
Temperatura di esercizio:	-10 ... 80 °C
Pressione di esercizio:	1 ... 10 bar
Standard	ISO 6432
Dimensioni della porta	G1/8
Diametro del cilindro	25 mm
Corsa	125 mm
Funzionamento:	A doppio effetto
Cushioning	Ammortizzamento con paracolpi
Magnetic/Non-magnetic	Magnetico
Theoretical Force	294 N
Materials - Barrel	material stainless steel (austenitic)
Materiali - Tampone	Poliuretano
Materiali - Stelo del pistone	Acciaio inox (austenitico)
Materiali - Guarnizioni	Gomma nitrilica
Certificazione - REACH	Disponibile su richiesta
Certificazione: conforme alla direttiva RoHS	Disponibile su richiesta
Certificazione - WEEE	NonWEEE
Classificazione - eClass 11	51010102
Classificazione - Codice HS	84123100
Classificazione - Codice HTS	8412310000
Classificazione - Specifica MIL	Non disponibile
Classificazione - Codice UNSPSC	27131701
Classificazione - US ECCN	EAR99
Country of Origin	Cechia
Dimensioni - Lunghezza	260 mm
Peso	0.34 kg
Intervallo	RM/8000/M
Serie	ISO Roundline
Marchio	Norgren";;;NORGREN;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 1 PIANO 3;1;0;1;0;1;0;0;;;04/03/2024;04/03/2024;;;;;Regolare;CILINDRO-25X125-DOPPIO_EFFETTO -- 000 (489).jpg
465;00538;Cinghia dentata 240H PER MOTORE FRESA 1200;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;mt;22;;;;;;;;;;;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;CDS8M30;€ 19,25;;;0;0;SCAFFALE 10 PIANO 6;7;0;7;0;7;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00538 -- 000 (721).jpeg
466;00513;Connettore 4 pin M12 per sensore magnetico di fine corsa dritto;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;"codice: TSIXZCC12FCM40B.....90°

codice: TSIXZCC12FDM40B .....DRITTO";;https://tesensors.com/it/it/product/reference/XZCC12FCP40B;Telemecanique Sensor;;;;;2084;D'ELPIDIO S.R.L;XZCC12FCP40B;€ 3,65;;;0;0;SCAFFALE  8 PIANO 3;14;0;14;0;14;0;0;;;26/11/2025;26/11/2025;;;;;Regolare;00513 -- 000 (710).jpeg
467;00566;"Connettore IP68
3 POLI";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;https://tesensors.com/it/it/product/reference/XZCC12FCP40B;Telemecanique Sensor;;;;;2084;D'ELPIDIO S.R.L;XZCC12FCP40B;€ 3,65;;;0;0;SCAFFALE  9 PIANO 3;9;0;9;0;9;0;0;;;12/02/2026;12/02/2026;;;;;Regolare;00566 -- 000 (745).jpg
468;00567;"Connettore MORSETTIERA 2 POLI
ALTE TEMPERATURE";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;https://tesensors.com/it/it/product/reference/XZCC12FCP40B;Telemecanique Sensor;;;;;2084;D'ELPIDIO S.R.L;XZCC12FCP40B;€ 3,65;;;0;0;SCAFFALE  14 PIANO 4;4;0;4;0;4;0;0;;;12/02/2026;12/02/2026;;;;;Regolare;00567 -- 000 (746).jpeg
469;CONNETTORE-M8-3PIN;Connettore per sensori con filetto m8 a 3 pin;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;telemecanique sensor;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 8 PIANO 1;9;0;9;0;9;0;0;;;13/10/2022;13/10/2022;;;;;Regolare;
470;CONNETTORE-SENSORI-1200-CABLATO;Connettore per sensori linea 1200 CON LED;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;NORGREN;;;;;;;V-10014-D01;;;;0;0;SCAFFALE 8 PIANO 2;8;0;8;0;8;0;0;;;29/09/2021;14/10/2021;;;;;Regolare;CONNETTORE-SENSORI-1200-CABLATO -- 000 (203).jpeg
471;CONNETTORE-BOBINA;Connettore per sensori linea 1200 CON LED;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;NORGREN;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 2 PIANO 3;4;0;4;0;4;0;0;;;14/10/2021;14/10/2021;;;;;Regolare;CONNETTORE-BOBINA -- 000 (278).jpeg
472;CONNETTORE-STANDARD-22-NUOVO;COnnettore Standard da  22mm per nuovo kit elettrovalvola cutter;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;131002001;;IMI NORGREN;;;;;;;131002001;;;;0;0;SCAFFALE 1 PIANO 2;2;0;2;0;2;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;CONNETTORE-STANDARD-22-NUOVO -- 000 (141).jpeg
473;00467;CONNETTORI DI TESTA TERMORESTRINGENTI;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro;;;;;2091;GINEVRO S.R.L.;;;;;0;0;SCAF 14 RIP  POS  PIANO 4;30;0;30;0;30;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00467 -- 000 (672).jpg
474;00474;CONTATTI AUSILIARI FRONTALI SALVAMOTORE SM1X11 11 LOVATO;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;SENECA;;;;;2084;D'ELPIDIO S.R.L;SCX Z109UI2-1;€ 113,65;;;0;0;SCAFFALE 9 PIANO 2;1;0;1;0;1;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00474 -- 000 (679).jpg
475;00473;"CONTATTORE BF25 10 A024 LOVATO
24V 50/60 HZ25A";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;sieMENS;;;;;2084;D'ELPIDIO S.R.L;3RT2015-1BB41-0CC0;;;;0;0;SCAFFALE 9 PIANO 2;1;0;1;0;1;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00473 -- 000 (678).jpeg
476;CONTATTORE-REVERSIBILE-3P-3KW;"Contattore Reversibile Siemens, 3 poli, 1 N/A, 3 kW
3RT2015-1BB41-0CC0";Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;sieMENS;;;;;2084;D'ELPIDIO S.R.L;3RT2015-1BB41-0CC0;;;;0;0;;0;0;0;0;0;0;0;;;;;;;;;Esaurito;CONTATTORE-REVERSIBILE-3P-3KW -- 000 (418).jpg
477;CONVERTITORE-SEGNALE;CONV/ISOL V-I/V-I 12-24V 17,5MM APP/USB 1200;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;3kcs0055;;SENECA;;;;;2084;D'ELPIDIO S.R.L;SCX Z109UI2-1;€ 113,65;;;0;0;SCAFFALE 8 PIANO 3;2;0;2;0;2;0;0;;;04/11/2021;04/11/2021;;€ 113,65;€ 113,65;;Regolare;CONVERTITORE-SEGNALE -- 000 (287).jpeg
478;00349;CoppiaConica in teflon, unghia colla linEA 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;ginevro srl;;;;;2091;GINEVRO S.R.L.;;;;2;10;1;SCAF 16A RIP1  POS2  PIANO4;2;0;2;0;2;0;0;;;10/10/2025;10/10/2025;;;;;Regolare;00349 -- 000 (563).jpeg
479;COPRI RULLO-TEFLON;copri rullo in teflon per carico lastre dimensioni 200x15 foro 140;Art. con magazzino;RICAMBI LINEE;;pz;22;;;;;;;usato;;;;;;;;;;;;;;0;0;SCAFFALE 1 PIANO 5;4;0;4;0;4;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;COPRI RULLO-TEFLON -- 000 (172).jpeg
480;CORONA-DOPPIA_COLLA-3/8-24;CORONA A DOPPIA FILA DI DENTI PER MOTORI POMPE DELLA COLLA ATTACCO 3/8 A 24 DENTI;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 2 P2  POSTO 1/B;2;0;2;0;2;0;0;;;04/03/2024;08/05/2024;;;;;Regolare;CORONA-DOPPIA_COLLA-3-8-24 -- 000 (495).jpg
481;CORONA-DENTATA-25;Corona per pompa colla a 25 denti;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 2 PIANO 2;2;0;2;0;2;0;0;;;27/09/2021;22/12/2021;;;;;Regolare;CORONA-DENTATA-25 -- 000 (147).jpeg
482;00536;Corona per pompa colla a 26 denti;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 2 PIANO 2;2;0;2;0;2;0;0;;;27/09/2021;28/11/2025;;;;;Regolare;00536 -- 000 (146).jpeg
483;PLC-OMRON-CJ1G-CPU43H;CPU CJ1 VECCHIO MODELLO;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;;;OMRON;;;;;2087;C.E.A. S.R.L.;4547648802048;€ 1.404,00;;;365;1;SCAFFALE 9 PIANO 4;1;0;1;0;1;0;0;;;04/03/2024;04/03/2024;;€ 1.404,00;€ 1.404,00;;Regolare;PLC-OMRON-CJ1G-CPU43H -- 000 (484).jpg
484;CPU-PLC-OMRON-CJ2M-CPU33;CPU CJ2 20 KSTEP memoria programma, 2560 punti di I/O, 64 Kword memoria dati, Interfaccia Ethernet IP;Art. con magazzino;RICAMBI LINEE;ELETTRONICO;pz;22;;;;;;;;4548583498457;;OMRON;;;;;2087;C.E.A. S.R.L.;4547648802048;€ 1.404,00;;;365;1;SCAFFALE 8 PIANO 3;0;0;0;0;0;0;0;;;;;;;;;Esaurito;CPU-PLC-OMRON-CJ2M-CPU33 -- 000 (398).jpg
485;00326;Cuffie cappe linea 2400 vecchie;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 18A RIP1  POS1  PIANO5;2;0;2;0;2;0;0;;;20/05/2025;20/05/2025;;;;;Regolare;
486;CUSCINETTO-NAG4903UU;Cuscinetti per CENTRAGGIO STRUTTURA LINEA 1200;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;IKO;;;;;2084;D'ELPIDIO S.R.L;NAG4903UU;;;;0;0;SCAFFALE 12 PIANO 6;12;0;12;0;12;0;0;;;18/07/2022;18/07/2022;;;;;Regolare;CUSCINETTO-NAG4903UU -- 000 (355).jpg
487;CUSCINETTO-PROFILATRICE-R.G.-F;Cuscinetti sagomati per profilatrice righe grandi femmina;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;2000;Fornitore Generico;;;evotecnica;;0;0;SCAFFALE 5 PIANO 2;4;0;4;0;4;0;0;;;27/03/2023;27/03/2023;;;;;Regolare;CUSCINETTO-PROFILATRICE-R G -F -- 000 (411).jpg
488;CUSCINETTO-PROFILATRICE-R.G.-M;Cuscinetti sagomati per profilatrice righe grandi maschio;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;evotecnica;;;;;2000;Fornitore Generico;;;evotecnica;;0;0;SCAFFALE 5 PIANO 2;4;0;4;0;4;0;0;;;27/03/2023;27/03/2023;;;;;Regolare;CUSCINETTO-PROFILATRICE-R G -M -- 000 (410).jpg
489;KIT-2-CUSCINETTO-45X85X19-6209-LLU/C3;CUSCINETTO 45X85X19 1 CORONA DI SFERE 6209 LLU/C3 5K NTN per albero frese limea 2400 + paraolio;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;4547359566970;;NTN;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 5 P4  POSTO 2B;2;0;2;0;2;0;0;;;16/05/2024;16/05/2024;;;;;Regolare;KIT-2-CUSCINETTO-45X85X19-6209-LLU-C3 -- 000 (509).jpg
490;CUSCINETTO-6308-2ZJ;"CUSCINETTO 6308-2ZJ 
Outer Diameter: 3.5433 in
Inner Diameter: 1.5748 in
Width: 0.9055 in";Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;"
Outer Diameter: 3.5433 in
Inner Diameter: 1.5748 in
Width: 0.9055 in";;;NSK;;;;;2047;Di Emidio Srl;6308-2ZJ;;;;0;0;SCAFFALE 5 PIANO 4;1;0;1;0;1;0;0;;;30/10/2023;30/10/2023;;;;;Regolare;CUSCINETTO-6308-2ZJ -- 000 (473).jpeg
491;CUSCINETTO-TK40;Cuscinetto a cilindro;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;;;nippon bearing;;;;;2047;Di Emidio Srl;tk40-uuop;;;;0;0;SCAFFALE 12 PIANO 1;15;0;15;0;15;0;0;;;13/10/2022;16/05/2024;;;;;Regolare;CUSCINETTO-TK40 -- 000 (358).jpeg
